06:49:18 node->uv_mutex_init(0x3921920, 0x7ffdb6a07b18, 0x7ffdb6a07b38, 0x386bef8) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51ac41, 0x7ffdb6a06be0, 0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_readlink(0, 0x7ffdb6a06550, 0x7ffdb6a06748, 0) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06550, 0xdf9ef10, 0x1009e9b5c051, 0x7ffffffffffffffd) = 1
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51ac41, 0x7ffdb6a06be0, 0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_readlink(0, 0x7ffdb6a06550, 0x7ffdb6a06748, 0) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06550, 0xdf50270, 0x1009e9b5cb99, 0x7ffffffffffffffd) = 1
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a06540, 0x2bc3df51aae1, 0x7ffdb6a06be0, 0x7ffdb6a065b0) = 0x7ffdb6a065b0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04e60, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04e60, 0xdfa0a70, 0)  = 23
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_buf_init(0x7ffdb6a051e0, 4096, 0x7ffdb6a05030, 0) = 0x7ffdb6a051e0
06:49:18 node->uv_fs_read(0, 0x7ffdb6a04e60, 23, 0x7ffdb6a04e50) = 4096
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 0x7ffdb6a051e0, 0, 0x10095ad) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_read(0, 0x7ffdb6a04e60, 23, 0x7ffdb6a04e50) = 2513
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 0x7ffdb6a051e0, 0, 0x100974b) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_read(0, 0x7ffdb6a04e60, 23, 0x7ffdb6a04e50) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 0x7ffdb6a051e0, 0, 0x1009764) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_close(0, 0x7ffdb6a05020, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05020, 23, 0, 0x7f16e4fbed1d) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04e60, 23, 0, 0x7f16e4fbed1d) = 0x7f16e4eb3b00
06:49:18 node->uv_mutex_lock(0x3923700, 0xde3a370, 0x7ffdb6a06368, 26) = 0
06:49:18 node->uv_os_getenv(0x7ffdb6a06368, 0x7ffdb6a061b8, 0x7ffdb6a06178, 0) = 0xfffffffe
06:49:18 node->uv_mutex_unlock(0x3923700, 0x7ffdb6a061b8, 0x7ffdb6a06368, 0) = 0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04380, 0x7ffdb6a04558, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a04960, 8192, 0, 0)      = 0x7ffdb6a04960
06:49:18 node->uv_fs_read(0, 0x7ffdb6a04380, 23, 0x7ffdb6a04350) = 103
06:49:18 node->uv_fs_read(0, 0x7ffdb6a04380, 23, 0x7ffdb6a04350) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a04380, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04380, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04a50, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04a50, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a043a0, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a043a0, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05d80, 0x2d0662dc, 0x7ffdb6a05df0, 0) = 0x7ffdb6a05df0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05c00, 0x2bc3df51aae1, 0x7ffdb6a062a0, 0x7ffdb6a05c70) = 0x7ffdb6a05c70
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05c00, 0x2bc3df51aae1, 0x7ffdb6a062a0, 0x7ffdb6a05c70) = 0x7ffdb6a05c70
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03d30, 0x7ffdb6a03f08, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a04310, 8192, 0, 0)      = 0x7ffdb6a04310
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03d30, 23, 0x7ffdb6a03d00) = 215
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03d30, 23, 0x7ffdb6a03d00) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a03d30, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03d30, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a043f0, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a043f0, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03d30, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03d30, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05720, 0x2d0662dc, 0x7ffdb6a05790, 0) = 0x7ffdb6a05790
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05720, 0x2d0662dc, 0x7ffdb6a05790, 0) = 0x7ffdb6a05790
06:49:18 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb6a058a0, 0x7ffdb6a058c8, 0x7ffdb6a058d0) = 0
06:49:18 node->uv_cond_signal(0xdebb408, 0, 0xde8aee8, 0xde8aef0) = 0
06:49:18 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a055a0, 0x2bc3df51aae1, 0x7ffdb6a05c38, 0x7ffdb6a05610) = 0x7ffdb6a05610
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a055a0, 0x2bc3df51aae1, 0x7ffdb6a05c38, 0x7ffdb6a05610) = 0x7ffdb6a05610
06:49:18 node->uv_fs_open(0, 0x7ffdb6a036c0, 0x7ffdb6a03898, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a03ca0, 8192, 0, 0)      = 0x7ffdb6a03ca0
06:49:18 node->uv_fs_read(0, 0x7ffdb6a036c0, 23, 0x7ffdb6a03690) = 2012
06:49:18 node->uv_fs_read(0, 0x7ffdb6a036c0, 23, 0x7ffdb6a03690) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a036c0, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a036c0, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb6a05b50, 0x7ffdb6a05b78, 0x7ffdb6a05b80) = 0
06:49:18 node->uv_cond_signal(0xdebb408, 0, 0xde8aee8, 0xde8aef0) = 0
06:49:18 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03d90, 0xdf9ab50, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03d90, 0xdf9ab50, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03d90, 0xdf9ab50, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03d90, 0xdf9ab50, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a036d0, 0xdf9ab50, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a036d0, 0xdf9ab50, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a036d0, 0xdf9ab50, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a036d0, 0xdf9ab50, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a050c0, 0x2d0662dc, 0x7ffdb6a05130, 0) = 0x7ffdb6a05130
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04f40, 0x2bc3df51aae1, 0x7ffdb6a055d8, 0x7ffdb6a04fb0) = 0x7ffdb6a04fb0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03150, 0x7ffdb6a03328, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a03730, 8192, 0, 0)      = 0x7ffdb6a03730
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03150, 23, 0x7ffdb6a03120) = 6609
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03150, 23, 0x7ffdb6a03120) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a03150, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03150, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04240, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04240, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05c30, 0x2d0662dc, 0x7ffdb6a05ca0, 0) = 0x7ffdb6a05ca0
06:49:18 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb6a05db0, 0x7ffdb6a05dd8, 0x7ffdb6a05de0) = 0
06:49:18 node->uv_cond_signal(0xdebb408, 0, 0xde8aee8, 0xde8aef0) = 0
06:49:18 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05ab0, 0x2bc3df51aae1, 0x7ffdb6a06148, 0x7ffdb6a05b20) = 0x7ffdb6a05b20
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03bd0, 0x7ffdb6a03da8, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a041b0, 8192, 0, 0)      = 0x7ffdb6a041b0
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03bd0, 23, 0x7ffdb6a03ba0) = 3199
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03bd0, 23, 0x7ffdb6a03ba0) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a03bd0, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03bd0, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb6a06060, 0x7ffdb6a06088, 0x7ffdb6a06090) = 0
06:49:18 node->uv_cond_signal(0xdebb408, 128, 0xde8aee8, 0xde8aef0) = 0
06:49:18 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a042a0, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a042a0, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a042a0, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a042a0, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_set_process_title(0x7ffdb6a06008, 0x2f1f790, 0, 0 <unfinished ...>
06:49:18 libuv.so.1->uv_once(0x7f16e7d676a8, 0x7f16e7d5a160, 0x7ffdb6a06008, 0) = 0
06:49:18 libuv.so.1->uv_mutex_lock(0x7f16e7d676c0, 0x7f16e7d5a160, 0x7ffdb6a06008, 0) = 0
06:49:18 libuv.so.1->uv_mutex_unlock(0x7f16e7d676c0, 0x7ffdb6a0889c, 0, 0x7f16e4fc17a1) = 0
06:49:18 <... uv_set_process_title resumed> )               = 0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04180, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04180, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_open(0, 0x7ffdb6a04180, 0xdfa0a70, 0)  = 0xfffffffe
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a04180, 0xdfa0a70, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05b60, 0x7ffdb6a05d38, 1, -511) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05b60, 0x7ffdb6a05d38, 1, -511) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05b60, 0x2c6dcbb0, 0x7ffdb6a05bd0, 0) = 0x7ffdb6a05bd0
06:49:18 node->uv_fs_open(0, 0x7ffdb6a038f0, 0xdf6f4c0, 0)  = 23
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a038f0, 0xdf6f4c0, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_buf_init(0x7ffdb6a03c70, 4096, 0x7ffdb6a03ac0, 0) = 0x7ffdb6a03c70
06:49:18 node->uv_fs_read(0, 0x7ffdb6a038f0, 23, 0x7ffdb6a038e0) = 1031
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a038f0, 0x7ffdb6a03c70, 0, 0x10095ad) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_read(0, 0x7ffdb6a038f0, 23, 0x7ffdb6a038e0) = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a038f0, 0x7ffdb6a03c70, 0, 0x100974b) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_close(0, 0x7ffdb6a03ab0, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03ab0, 23, 0, 0x7f16e4fbed1d) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a038f0, 23, 0, 0x7f16e4fbed1d) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05b60, 0x2c8c5052, 0x7ffdb6a05bd0, 0) = 0x7ffdb6a05bd0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05a70, 0x7ffdb6a05c48, 1, -511) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05a70, 0x7ffdb6a05c48, 1, -511) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05a70, 0x7ffdb6a05c48, 1, -511) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a05a40, 0x2c8c5052, 0x7ffdb6a05ab0, 0) = 0x7ffdb6a05ab0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a058c0, 0x2bc3df51aae1, 0x7ffdb6a05f58, 0x7ffdb6a05930) = 0x7ffdb6a05930
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a058c0, 0x2bc3df51aae1, 0x7ffdb6a05f58, 0x7ffdb6a05930) = 0x7ffdb6a05930
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a058c0, 0x2bc3df51aae1, 0x7ffdb6a05f58, 0x7ffdb6a05930) = 0x7ffdb6a05930
06:49:18 node->uv_fs_open(0, 0x7ffdb6a03b10, 0x7ffdb6a03ce8, 0) = 23
06:49:18 node->uv_buf_init(0x7ffdb6a040f0, 8192, 0, 0)      = 0x7ffdb6a040f0
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03b10, 23, 0x7ffdb6a03ae0) = 8192
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03b10, 23, 0x7ffdb6a03ae0) = 4488
06:49:18 node->uv_fs_read(0, 0x7ffdb6a03b10, 23, 0x7ffdb6a03ae0) = 0
06:49:18 node->uv_fs_close(0, 0x7ffdb6a03b10, 23, 0)        = 0
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a03b10, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:18 node->uv_fs_req_cleanup(0x7ffdb6a054e0, 0x2c8c5052, 0x7ffdb6a05550, 0) = 0x7ffdb6a05550
06:49:19 node->uv_fs_req_cleanup(0x7ffdb6a05360, 0x2bc3df51aae1, 0x7ffdb6a059f8, 0x7ffdb6a053d0) = 0x7ffdb6a053d0
06:49:19 node->uv_fs_open(0, 0x7ffdb6a03480, 0x7ffdb6a03658, 0) = 23
06:49:19 node->uv_buf_init(0x7ffdb6a03a60, 8192, 0, 0)      = 0x7ffdb6a03a60
06:49:19 node->uv_fs_read(0, 0x7ffdb6a03480, 23, 0x7ffdb6a03450) = 8192
06:49:19 node->uv_fs_read(0, 0x7ffdb6a03480, 23, 0x7ffdb6a03450) = 1949
06:49:19 node->uv_fs_read(0, 0x7ffdb6a03480, 23, 0x7ffdb6a03450) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb6a03480, 23, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb6a03480, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a05158, 0x7ffdb6a050a0) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 1713) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0x6e6f633a65646f6e, 14, 0x73746e6174736e6f) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf734d8, 0, 0xbc9168ced6bb91cb) = 0
06:49:19 node->uv_mutex_lock(0x3923700, 0xde3a370, 0x7ffdb6a05268, 21) = 0
06:49:19 node->uv_os_getenv(0x7ffdb6a05268, 0x7ffdb6a050b8, 0x7ffdb6a05078, 0) = 0xfffffffe
06:49:19 node->uv_mutex_unlock(0x3923700, 0x7ffdb6a096fc, 20, 84) = 0
06:49:19 node->uv_cwd(0x7ffdb6a04980, 0x7ffdb6a04978, 0x38a2db8, 0x2f8177c) = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb6a054e0, 0x2c8c5052, 0x7ffdb6a05550, 0) = 0x7ffdb6a05550
06:49:19 node->uv_fs_req_cleanup(0x7ffdb6a05360, 0x2bc3df51aae1, 0x7ffdb6a059f8, 0x7ffdb6a053d0) = 0x7ffdb6a053d0
06:49:19 node->uv_fs_open(0, 0x7ffdb6a03480, 0x7ffdb6a03658, 0) = 23
06:49:19 node->uv_buf_init(0x7ffdb6a03a60, 8192, 0, 0)      = 0x7ffdb6a03a60
06:49:19 node->uv_fs_read(0, 0x7ffdb6a03480, 23, 0x7ffdb6a03450) = 2655
06:49:19 node->uv_fs_read(0, 0x7ffdb6a03480, 23, 0x7ffdb6a03450) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb6a03480, 23, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb6a03480, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a05168, 0x7ffdb6a050b0) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 4884) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0x7274733a65646f6e, 11, 0x6d61657274733a65) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf77b88, 0, 0x6e0e78627d9254e1) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04eb8, 0x7ffdb6a04e00) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 0x279c) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 31, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47db0, 0xdf47, 48) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04ca8, 0x7ffdb6a04bf0) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 0x3134) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 30, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47db0, 0xdf47, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04ca8, 0x7ffdb6a04bf0) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 8450) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 35, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf46f00, 0xdf5e0a6, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04af8, 0x7ffdb6a04a40) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 8934) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 27, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47d30, 0xdf59567, 33) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04ca8, 0x7ffdb6a04bf0) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 5446) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 29, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf53fd0, 0xdf59f43, 48) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04af8, 0x7ffdb6a04a40) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 0x303e) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 30, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf54000, 0xdf54, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04948, 0x7ffdb6a04890) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 7355) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 29, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf53c10, 0xdf53, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04948, 0x7ffdb6a04890) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 6588) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 28, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47d30, 0xdf91fd7, 33) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04738, 0x7ffdb6a04680) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 3251) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 28, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47d30, 0xdf4afe7, 33) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04738, 0x7ffdb6a04680) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 0xc87d) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 30, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf53d70, 0xdf53, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04528, 0x7ffdb6a04470) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 1721) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 38, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf53070, 0xdf53, 49) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04528, 0x7ffdb6a04470) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 1440) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 27, 0x7ffffffffffffffd) = 0
06:49:19 node->uv_rwlock_wrunlock(0xdf6f550, 0xdf47d30, 0xdf4b187, 33) = 0
06:49:19 node->uv_rwlock_rdlock(0xde70dd0, 0xdec6000, 0x7ffdb6a04528, 0x7ffdb6a04470) = 0
06:49:19 node->uv_rwlock_rdunlock(0xde70dd0, 0xde909a0, 0xdf31a50, 5141) = 0
06:49:19 node->uv_rwlock_wrlock(0xdf6f550, 0xdf49870, 19, 0x7ffffffffffffffd) = 0
